iid,gender,age,field_of_study,race,imprace,imprelig,goal,date,go_out,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr,sinc,intel,fun,amb,shar,avg_attr,avg_sinc,avg_intel,avg_fun,avg_amb,avg_shar,yes_freq
368,1,24,13,6,1,1,1,4,2,6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,20,10,25,20,10,15,6.642857142857143,8.142857142857142,7.5,7.642857142857143,7.071428571428571,7,0.5714285714285714
369,1,25,3,2,1,8,2,5,3,3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,17,18,28,27,5,5,6.545454545454546,7.545454545454546,7.2727272727272725,8.545454545454545,7.090909090909091,5.909090909090909,0.7272727272727273
370,1,28,8,2,7,4,3,4,1,7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,50,10,10,10,10,10,8.285714285714286,7.857142857142857,8.285714285714286,7.714285714285714,7.785714285714286,7.142857142857143,0.8571428571428571
371,1,27,8,2,3,1,5,7,1,9,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,40,0,10,50,0,0,7.5,7.375,7.375,6.875,6.9375,6,0.5
372,1,27,8,2,9,7,2,5,2,10,9,10,8,9,9,9,7,4,2,9,6,8,6,7,7,4,2,30,15,15,20,5,15,6.615384615384615,7,7.461538461538462,6.923076923076923,6.230769230769231,6.076923076923077,0.6153846153846154
373,1,29,8,3,3,1,2,5,2,7,7,5,8,8,7,6,3,5,9,8,2,3,4,5,9,8,2,75,5,5,10,0,5,8.75,8.25,8.25,7.916666666666667,8,7.583333333333333,0.8333333333333334
374,1,30,8,4,6,6,2,4,2,7,10,10,8,7,8,8,5,5,6,5,6,9,10,9,8,4,4,50,10,10,10,5,15,5.769230769230769,7.538461538461538,7.538461538461538,5.923076923076923,7.230769230769231,5.153846153846154,0.3076923076923077
375,1,27,8,2,3,2,1,3,1,1,9,8,5,8,4,4,2,2,7,5,6,5,6,3,6,7,3,30,20,15,15,8,12,8.5,7.142857142857143,7.285714285714286,6.928571428571429,6.714285714285714,5.857142857142857,0.6428571428571429
376,1,25,8,4,10,7,2,5,2,10,4,1,4,10,5,6,7,7,3,3,9,7,9,5,6,9,5,30,10,15,20,15,10,6.4375,7.6875,8.5,6.875,8.125,6.25,0.5625
377,1,26,8,4,3,2,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,25,20,10,20,15,10,5.857142857142857,6.642857142857143,7,5.285714285714286,6.142857142857143,4.857142857142857,0.21428571428571427
378,1,29,8,2,3,2,6,5,2,7,9,5,10,5,4,4,2,1,8,7,3,3,8,5,8,5,2,25,15,20,20,10,10,6.714285714285714,7.285714285714286,7.142857142857143,6.571428571428571,6.642857142857143,6.071428571428571,0.35714285714285715
379,0,38,8,2,4,6,2,7,2,7,4,4,6,7,8,8,7,2,2,6,7,7,9,6,6,3,5,15,15,20,15,15,20,6.571428571428571,7.285714285714286,7.785714285714286,6.714285714285714,8,6.5,0.5714285714285714
380,0,33,14,1,4,8,2,7,4,6,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,20,20,20,15,15,10,6.125,7.5,7.9375,6.6875,7.0625,6.125,0.3125
381,0,24,14,2,6,3,5,4,1,6,5,5,5,7,8,8,6,5,6,9,6,4,8,7,8,8,7,20,10,20,35,5,10,6.846153846153846,7.076923076923077,7.076923076923077,7,7,6.461538461538462,0.46153846153846156
382,0,28,14,2,8,1,2,7,3,6,6,5,10,10,9,9,6,8,3,8,10,8,10,9,9,9,1,25,25,25,10,10,5,6.6,7.133333333333334,7.133333333333334,5.933333333333334,6.466666666666667,5.733333333333333,0.5333333333333333
383,0,27,9,2,10,5,3,6,2,7,9,7,9,9,8,8,5,1,5,6,9,4,9,8,7,7,4,25,20,10,20,15,10,6.583333333333333,7.833333333333333,6.5,6.583333333333333,6.5,5.75,0.5833333333333334
384,0,23,9,2,9,6,2,5,3,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,20,20,20,20,20,0,7,7.533333333333333,7.333333333333333,7.866666666666666,7,7.1,0.7333333333333333
385,0,25,9,2,5,8,2,5,3,2,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,25,20,20,20,10,5,7.5,8.357142857142858,7,7.428571428571429,6.642857142857143,6.285714285714286,0.42857142857142855
386,0,26,3,2,4,2,2,7,2,3,1,3,5,8,7,7,2,5,7,8,8,9,9,8,8,8,3,15,10,30,10,15,20,6.071428571428571,8.285714285714286,7.642857142857143,7.142857142857143,6.857142857142857,5.928571428571429,0.35714285714285715
387,0,25,3,2,5,2,2,7,2,3,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,20,15,25,15,15,10,8.26923076923077,7.6923076923076925,7.538461538461538,7.423076923076923,6.6923076923076925,6,0.7692307692307693
388,0,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,22,17,15,15,15,16,7.333333333333333,6.666666666666667,6.5,7,6.916666666666667,5.333333333333333,0.5
389,0,21,1,2,1,1,2,3,1,1,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,20,30,20,20,0,10,7.588235294117647,7.117647058823529,7.647058823529412,7.794117647058823,7.323529411764706,5.294117647058823,0.9411764705882353
390,0,30,9,4,1,10,6,4,3,2,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,10,20,20,10,10,30,3.8125,6.125,6.46875,4.5,6.25,2.625,0.1875
391,0,28,6,2,1,5,1,4,1,6,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,35,0,35,10,10,10,7.076923076923077,7.153846153846154,7.384615384615385,7,6.615384615384615,6.769230769230769,0.6153846153846154
392,0,26,6,2,6,1,5,4,3,6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,15,20,15,30,10,10,6.2,7.866666666666666,7.266666666666667,7,7.066666666666666,6.466666666666667,0.4666666666666667
393,0,22,6,2,4,8,1,7,1,6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,8,20,25,25,12,10,5.6923076923076925,8.23076923076923,7.615384615384615,6.538461538461538,6.615384615384615,6,0.3076923076923077
394,0,24,6,2,1,6,2,4,2,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,18,19,16,15,15,17,5.714285714285714,7.357142857142857,7.071428571428571,6.285714285714286,6,5.214285714285714,0.2857142857142857
395,0,33,6,2,1,2,3,4,2,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,20,20,20,10,10,20,6.071428571428571,6.785714285714286,7,6.285714285714286,6.5,5.357142857142857,0.2857142857142857
396,0,25,15,4,1,5,2,7,2,6,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,15,18,18,18,15,16,5.214285714285714,6.857142857142857,6.714285714285714,5.785714285714286,6.285714285714286,5.357142857142857,0.35714285714285715
397,1,24,1,2,3,2,2,5,2,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,20,21,21,22,6,10,5.384615384615385,7.384615384615385,7.230769230769231,5.384615384615385,7.230769230769231,5.615384615384615,0.23076923076923078
398,1,29,8,2,7,2,2,3,1,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,45,10,10,30,0,5,7.538461538461538,7.538461538461538,7.615384615384615,8.23076923076923,7.076923076923077,6.3076923076923075,0.6153846153846154
399,1,29,8,2,1,1,2,4,2,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,25,10,20,20,10,15,6.75,6.75,7.375,6.25,7.625,6,0.625
400,1,26,8,2,7,7,5,4,2,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,70,5,20,3,1,1,7.083333333333333,7.75,8.083333333333334,7.083333333333333,8.25,6.916666666666667,0.6666666666666666
401,1,31,8,2,1,1,2,4,1,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,35,0,25,20,0,20,6.5,8.357142857142858,8.285714285714286,6,8,5.714285714285714,0.42857142857142855
402,1,29,2,4,1,1,3,4,2,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,25,20,15,25,10,5,5.066666666666666,8.266666666666667,8.2,6.466666666666667,8.466666666666667,5,0.06666666666666667
403,1,22,5,2,6,6,5,5,3,7,9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,20,25,20,15,5,15,4.833333333333333,8,7.583333333333333,6.25,7.083333333333333,4.916666666666667,0.16666666666666666
404,1,23,5,2,1,4,2,5,2,7,10,5,8,10,8,8,9,7,9,8,4,5,8,7,8,6,3,25,14,25,25,3,8,8.153846153846153,8,7.384615384615385,6.846153846153846,7.3076923076923075,5.846153846153846,0.5384615384615384
405,1,30,13,1,1,1,4,5,5,9,6,1,6,9,8,9,2,6,8,8,6,10,9,7,9,9,5,30,25,20,15,5,5,5.642857142857143,8.142857142857142,8.357142857142858,7,8.357142857142858,6.214285714285714,0.2857142857142857
406,1,27,8,4,1,1,1,6,2,7,4,6,8,9,6,7,8,6,6,7,7,8,9,7,10,2,1,20,20,20,20,20,0,5.866666666666666,7.333333333333333,8,7.933333333333334,8,6.166666666666667,0.26666666666666666
407,1,24,14,2,1,1,3,4,2,6,8,4,7,9,9,9,7,4,2,9,5,7,10,9,9,7,7,30,15,15,15,15,10,7.133333333333334,8.933333333333334,8.133333333333333,7.066666666666666,7.4,7.533333333333333,0.6666666666666666
408,1,24,13,3,1,1,2,7,1,9,7,7,9,8,9,8,3,5,1,6,2,4,8,6,10,2,1,20,10,20,20,10,20,6.642857142857143,7.142857142857143,7,7.071428571428571,7.428571428571429,6.428571428571429,0.5
409,1,23,5,2,5,5,2,6,3,2,10,4,1,4,7,8,10,2,8,7,2,6,8,10,10,5,2,20,15,20,20,10,15,7.076923076923077,8.23076923076923,8.307692307692308,7.384615384615385,7.384615384615385,6.615384615384615,0.6153846153846154
410,1,27,8,2,8,8,1,5,1,7,10,8,5,8,1,1,8,10,1,8,2,2,4,4,5,1,1,20,20,20,20,10,10,7.384615384615385,8.23076923076923,8.23076923076923,7.615384615384615,7.538461538461538,6.769230769230769,0.6923076923076923
411,1,34,8,2,8,2,3,4,1,7,7,6,6,7,7,6,3,3,1,8,1,7,6,7,10,8,3,35,15,15,25,10,0,7.291666666666667,8.166666666666666,8.25,8,8.166666666666666,6.666666666666667,0.5
412,1,27,8,2,1,1,1,5,2,7,10,10,10,5,8,8,0,7,3,8,6,5,5,8,8,4,4,75,5,5,5,5,5,5.363636363636363,7.181818181818182,7.363636363636363,6.7272727272727275,7.2727272727272725,5.636363636363637,0.2727272727272727
414,1,29,8,2,2,10,6,1,1,7,10,5,9,5,0,0,5,5,0,8,7,0,0,0,1,2,0,95,1,1,1,1,1,6.538461538461538,7.538461538461538,7.846153846153846,6.153846153846154,8.153846153846153,4.923076923076923,0.46153846153846156
415,1,31,8,2,3,1,1,4,2,7,1,1,6,6,7,5,1,1,3,10,1,6,6,3,7,1,1,10,20,40,10,10,10,3.5833333333333335,4.166666666666667,4.25,3.6666666666666665,4.5,2.25,0
416,0,25,3,3,3,3,6,4,1,3,4,1,8,8,7,6,6,1,8,7,8,5,7,5,10,4,3,15,20,30,20,5,10,7.142857142857143,7.714285714285714,7.571428571428571,7.714285714285714,7.571428571428571,6.857142857142857,0.8571428571428571
417,0,29,3,2,1,1,1,5,3,3,6,1,4,5,8,8,8,3,5,7,2,6,7,7,6,3,8,20,20,20,10,10,20,5.285714285714286,8.142857142857142,7.428571428571429,6,6.285714285714286,5.857142857142857,0.14285714285714285
418,0,25,1,4,7,3,6,7,2,1,2,2,5,9,7,8,6,5,6,10,8,8,10,7,9,7,7,15,25,20,15,10,15,6.714285714285714,8,8.285714285714286,7.428571428571429,7.285714285714286,6.142857142857143,0.5714285714285714
419,0,28,11,2,0,1,4,2,1,11,6,2,5,8,5,6,5,2,9,9,8,9,9,6,6,4,7,5,30,20,10,5,30,6.285714285714286,8.285714285714286,8.142857142857142,6.285714285714286,7.428571428571429,6.714285714285714,0.14285714285714285
420,0,22,11,2,1,1,5,4,2,11,8,4,5,10,8,8,7,4,3,9,7,8,7,4,5,6,4,10,10,40,10,15,15,7.5,7.625,7.875,7.75,7.125,6.625,0.875
421,0,25,11,4,5,5,1,4,3,11,1,1,1,8,5,5,1,5,5,5,8,10,10,5,10,10,5,20,10,30,20,10,10,6.571428571428571,6.714285714285714,6.857142857142857,6,6.142857142857143,5.142857142857143,0.5714285714285714
422,1,26,8,2,6,7,2,4,2,7,7,2,8,9,9,9,10,2,4,7,5,9,8,6,6,7,9,30,25,20,10,10,5,6.5,8,7.5,7.333333333333333,7.833333333333333,5.833333333333333,0.8333333333333334
423,1,30,8,2,1,1,2,4,1,7,9,2,9,8,7,7,7,6,5,9,5,5,8,7,5,5,4,30,20,30,10,5,5,6,7.2,7,5.8,6.8,4.2,0.2
424,1,24,5,4,4,4,2,6,3,2,7,7,7,7,5,5,6,7,5,5,7,5,8,5,7,8,5,17,16,17,17,17,16,5.4,8,8,6,7,5.4,0.6
425,1,28,8,2,3,7,2,4,2,7,7,8,8,8,7,6,5,2,7,5,5,6,7,5,7,2,2,16,25,20,12,12,15,3.7,6.2,7.3,4,7.6,4.2,0
426,1,24,8,2,4,7,2,2,1,13,7,2,7,8,6,4,3,2,6,5,3,7,6,6,6,4,2,25,7,35,20,8,5,3.5,4.166666666666667,6.666666666666667,4.833333333333333,7.833333333333333,3.5,0.16666666666666666
427,1,28,13,2,1,1,1,7,3,15,10,1,10,8,7,7,9,1,3,8,1,4,5,7,10,1,10,20,20,20,20,20,20,5.666666666666667,7.333333333333333,7,4.833333333333333,6.333333333333333,4.666666666666667,0.16666666666666666
428,1,27,8,4,8,8,3,2,1,7,6,5,5,9,6,7,6,5,6,7,5,6,7,5,7,7,3,60,10,10,10,10,0,6,7.5,8.333333333333334,6.833333333333333,8.666666666666666,6.666666666666667,0.6666666666666666
429,1,27,8,2,1,1,2,2,2,7,7,8,8,9,8,8,8,6,7,9,8,8,8,8,8,7,6,55,10,15,15,5,0,6.8,6.8,6.6,5.6,7.8,4,0.4
430,0,22,9,4,3,10,1,6,2,2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,10,25,15,20,15,15,6.384615384615385,7,6.461538461538462,5.923076923076923,5.615384615384615,4.923076923076923,0.6923076923076923
431,0,27,9,4,5,8,2,7,3,7,10,9,7,10,10,10,10,5,4,10,7,7,5,8,10,10,3,15,15,25,15,15,15,5.785714285714286,5.785714285714286,6.428571428571429,4.5,7.142857142857143,4.214285714285714,0.5
432,0,28,11,2,1,1,4,6,3,11,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,15,30,30,10,10,5,6.538461538461538,7.6923076923076925,7.461538461538462,6.461538461538462,5.6923076923076925,5.538461538461538,0.5384615384615384
433,0,30,15,6,3,3,2,6,3,6,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,20,20,20,20,10,10,5.142857142857143,6.928571428571429,6.785714285714286,6.714285714285714,5.928571428571429,5.071428571428571,0.42857142857142855
434,0,27,11,2,2,2,1,4,2,15,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,30,15,15,30,0,10,7.153846153846154,7.384615384615385,7.076923076923077,6.3076923076923075,5.615384615384615,5.230769230769231,0.8461538461538461
435,0,22,1,1,1,1,1,7,2,1,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10,25,5,20,25,15,10,5.846153846153846,6.153846153846154,6.3076923076923075,6.384615384615385,6.6923076923076925,4.538461538461538,0.3076923076923077
436,0,23,1,2,9,1,1,6,1,1,8,5,9,10,8,7,8,5,1,9,10,8,10,6,10,10,4,28,8,17,22,17,8,7.384615384615385,6.230769230769231,6.846153846153846,7.538461538461538,7.230769230769231,5.384615384615385,0.5384615384615384
437,0,23,11,2,2,6,1,4,1,11,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,15,15,18,18,14,20,6,7,6.461538461538462,6.153846153846154,5,5.076923076923077,0.3076923076923077
438,0,23,11,2,1,5,1,4,1,11,3,1,8,9,5,5,8,4,7,6,5,7,9,10,9,8,3,14,15,16,17,18,20,6.5,7,6.916666666666667,6.583333333333333,5.916666666666667,5.25,0.75
439,0,29,9,2,1,5,2,3,2,2,8,4,8,9,8,9,6,1,7,9,6,4,9,9,9,6,6,20,10,50,5,10,5,7.428571428571429,5.928571428571429,6.928571428571429,6,5.5,4.5,0.6428571428571429
440,1,21,1,2,8,2,1,7,2,1,10,10,10,10,7,7,7,3,1,3,5,5,10,8,10,8,5,35,5,30,20,5,5,8.444444444444445,7.888888888888889,8.777777777777779,8.333333333333334,8.11111111111111,7.111111111111111,0.5555555555555556
441,1,24,1,2,4,2,2,7,1,1,6,1,6,7,7,8,7,14,9,9,8,9,10,10,10,7,2,35,10,25,20,5,5,6.666666666666667,7.111111111111111,7.444444444444445,7.333333333333333,7.222222222222222,6.555555555555555,0.4444444444444444
442,1,25,1,2,1,1,4,6,1,1,7,1,7,5,1,1,7,1,8,6,1,1,5,3,5,2,1,40,10,0,45,0,5,6.1,7.9,8.1,6.1,7.7,4.5,0.4
443,1,27,13,3,1,3,2,6,2,9,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,30,25,10,20,0,15,6.25,7.75,8.125,7.625,8.25,5.75,0.25
444,1,26,8,2,5,1,2,4,2,7,8,8,9,2,6,8,6,2,5,2,7,1,10,3,5,5,6,50,10,10,30,0,0,8.4,7,7.9,7.5,8.3,5.2,0.5
445,1,30,13,2,1,1,2,5,2,9,9,6,8,8,5,3,9,5,9,10,5,4,10,8,9,5,1,40,12,18,12,6,12,6.75,7.25,7.625,7,7.625,5.75,0.375
446,1,28,8,3,2,2,1,4,3,7,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,30,20,25,15,10,0,6,7.333333333333333,7.666666666666667,5.888888888888889,6.777777777777778,5.444444444444445,0.4444444444444444
447,1,26,13,4,1,1,1,7,2,7,7,5,6,8,3,2,6,2,5,6,3,4,8,4,9,2,4,15,30,25,20,0,10,7.1,8.1,8.4,6.9,8.4,4.8,0.3
448,1,22,1,2,1,1,1,2,1,7,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,25,15,25,25,5,5,7.625,6.375,7.375,7.5,8.375,5.5,0.5
449,1,23,1,6,7,1,1,3,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,55,2,1,40,1,1,7.666666666666667,7.222222222222222,8.222222222222221,8.11111111111111,8.222222222222221,6.111111111111111,0.3333333333333333
450,1,25,13,2,3,7,2,6,2,9,7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10,50,5,5,5,5,30,5.6,7.3,8.2,7,7.9,5.5,0.3
451,1,30,8,4,3,1,2,3,3,7,3,3,2,4,4,3,3,4,3,6,7,5,7,7,8,6,6,20,40,5,20,5,10,3,7.222222222222222,8.333333333333334,4.888888888888889,8.222222222222221,4.666666666666667,0
452,1,29,8,4,7,1,1,5,3,7,9,6,8,7,8,7,8,7,9,8,7,8,9,8,10,5,3,35,30,25,5,0,5,4.222222222222222,6.888888888888889,8,7,7.777777777777778,4,0.1111111111111111
453,1,27,1,4,4,3,2,6,5,1,6,3,5,6,6,5,6,5,3,6,6,4,7,6,5,4,1,30,30,30,5,0,5,3.888888888888889,8.555555555555555,8.666666666666666,4.888888888888889,8,3.7777777777777777,0.1111111111111111
454,0,27,15,2,3,3,2,7,3,2,5,8,5,9,9,9,7,1,4,9,4,9,9,8,8,4,9,10,20,20,20,10,20,5.8,7.4,6.6,6.6,6.2,5.2,0.4
455,0,24,10,4,5,5,1,6,2,2,3,5,3,10,10,7,7,1,8,10,4,8,9,8,9,9,7,10,25,20,16,20,9,5.8,8,7.6,6.6,6.6,6.6,0
456,0,29,8,4,3,2,2,6,1,7,1,1,8,8,7,7,6,2,8,8,4,7,7,6,6,8,8,25,20,15,10,15,15,7.4,6.2,6.8,7,7.4,6.4,1
457,0,55,6,4,1,1,6,7,3,6,1,2,1,8,9,9,10,1,1,10,4,7,3,10,8,1,1,25,0,25,25,0,25,5.8,7.2,6.8,7.2,5,5.6,0.2
458,0,29,8,4,9,8,1,4,1,7,9,1,6,10,8,6,9,3,6,9,7,8,8,4,1,10,9,50,5,25,20,0,0,6.4,6.4,7.2,6.6,7.8,6,0.4
459,0,26,8,4,6,1,1,5,3,7,1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1,30,10,10,30,10,10,7,6.8,7,6.6,7.4,5.8,0.6
460,1,33,7,2,2,1,1,4,2,2,9,7,10,10,10,10,8,1,7,9,10,6,9,10,10,1,5,20,10,20,15,15,20,7,8.5,8,6.833333333333333,6.666666666666667,6.166666666666667,0.8333333333333334
461,1,27,5,6,2,2,1,7,4,4,9,8,9,9,7,7,9,8,6,2,2,7,6,6,6,4,4,40,20,20,10,10,0,4.5,6.833333333333333,7,5.666666666666667,7,4,0.16666666666666666
462,1,33,5,4,1,5,4,6,6,2,8,7,5,2,6,6,1,2,7,3,8,5,7,6,9,2,2,30,30,10,10,0,20,4.166666666666667,8.333333333333334,6.833333333333333,4.666666666666667,6.833333333333333,3.6666666666666665,0.16666666666666666
463,1,23,10,4,3,2,2,7,1,10,5,4,7,5,4,3,3,5,4,5,4,4,4,4,7,3,1,15,15,15,15,15,25,5.833333333333333,8.333333333333334,8.333333333333334,6.5,7.333333333333333,4.333333333333333,0.5
464,1,33,8,4,1,1,1,3,1,7,10,9,6,7,3,3,5,5,9,3,4,6,7,7,7,2,1,15,15,15,20,15,20,7,7.166666666666667,8.166666666666666,7.833333333333333,7.666666666666667,5.333333333333333,0.6666666666666666
465,1,23,7,2,1,3,6,7,3,6,4,8,1,3,8,8,4,1,4,9,2,1,3,10,10,1,1,20,20,20,20,20,0,5.2,6.2,5,6,3.8,3.6,0.2
466,0,24,18,2,1,1,6,7,1,10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,10,20,20,15,20,15,7.571428571428571,7.714285714285714,7.928571428571429,7.571428571428571,7.285714285714286,6,0.6428571428571429
467,0,24,8,2,7,4,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,20,20,20,20,20,0,8.23076923076923,7.461538461538462,7.6923076923076925,7.153846153846154,7.923076923076923,6.3076923076923075,0.6923076923076923
468,0,25,13,6,5,2,1,6,3,2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6,15,25,15,15,15,15,8.285714285714286,7.928571428571429,8.428571428571429,7.785714285714286,7.928571428571429,6.5,0.6428571428571429
469,0,25,13,4,1,1,2,3,1,9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9,20,10,20,20,10,20,7.928571428571429,7.642857142857143,7.785714285714286,7.214285714285714,6.928571428571429,6.428571428571429,0.7142857142857143
470,0,29,4,4,1,1,1,4,2,4,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1,10,20,25,25,10,10,8.066666666666666,7.4,8.533333333333333,7.533333333333333,8.2,6.333333333333333,0.7333333333333333
471,0,30,4,4,8,8,2,5,3,4,3,4,6,10,7,7,5,2,9,7,8,6,8,6,6,10,4,15,15,25,10,15,20,6.538461538461538,7.076923076923077,7.846153846153846,6.846153846153846,7.538461538461538,5.461538461538462,0.46153846153846156
472,0,25,5,3,1,3,2,4,2,5,10,6,7,9,9,8,9,1,7,8,1,10,10,10,10,5,9,10,25,25,20,10,10,7.214285714285714,7.857142857142857,7.857142857142857,6.571428571428571,6.857142857142857,5.571428571428571,0.42857142857142855
473,0,34,10,4,1,1,2,6,4,2,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,15,20,20,15,15,15,5.933333333333334,7.266666666666667,7.6,5.133333333333334,6.666666666666667,5.6,0.06666666666666667
474,0,30,10,1,1,1,1,6,5,2,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,15,20,10,30,5,20,7.857142857142857,7.857142857142857,8.142857142857142,8.071428571428571,7.785714285714286,6.928571428571429,0.7857142857142857
475,0,27,13,3,1,2,1,6,2,9,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,10,15,30,10,15,20,7,7.714285714285714,7.785714285714286,7.642857142857143,6.928571428571429,5.928571428571429,0.5
476,0,25,13,2,1,3,5,5,2,9,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,20,20,20,15,15,10,7,8,7.083333333333333,6.833333333333333,6.583333333333333,5.083333333333333,0.25
477,0,27,5,3,5,7,1,4,2,5,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,16,19,16,17,15,17,6.384615384615385,7.769230769230769,8.153846153846153,6.461538461538462,6.538461538461538,5.846153846153846,0.23076923076923078
478,0,26,13,2,4,4,1,4,1,7,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,20,20,10,20,10,20,7.857142857142857,7.714285714285714,8.142857142857142,7.785714285714286,8.285714285714286,7.357142857142857,0.7142857142857143
479,0,27,13,2,3,3,1,4,3,7,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,15,15,20,20,15,15,7.642857142857143,7.5,8.142857142857142,6.785714285714286,7.571428571428571,5.928571428571429,0.5
480,0,26,5,2,4,6,1,4,1,5,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,16,18,18,20,12,16,7.857142857142857,8.142857142857142,8.285714285714286,7.857142857142857,7.428571428571429,7,0.5714285714285714
481,1,23,9,2,8,1,2,3,2,2,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,25,20,15,20,5,15,6.285714285714286,6.642857142857143,6.464285714285714,5.142857142857143,5.214285714285714,5,0.14285714285714285
482,1,30,8,2,2,6,2,6,1,7,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,20,10,22,20,15,13,6.083333333333333,7.25,7.666666666666667,7.166666666666667,7.916666666666667,6.583333333333333,0.6666666666666666
483,1,28,3,2,1,1,6,3,1,2,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,40,20,20,20,0,0,5.714285714285714,5.857142857142857,6.5,6.928571428571429,6.071428571428571,5.571428571428571,0.35714285714285715
484,1,31,18,4,1,1,1,6,4,15,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,16,16,20,16,16,16,4.285714285714286,7.357142857142857,8.071428571428571,4.285714285714286,6.642857142857143,3.357142857142857,0.14285714285714285
485,1,29,3,1,4,3,2,6,2,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,20,15,20,15,15,15,4.214285714285714,6,6,4.571428571428571,4.714285714285714,4.5,0.14285714285714285
486,1,32,10,3,1,1,3,6,2,4,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,20,20,20,15,10,15,5.615384615384615,7.3076923076923075,7.923076923076923,6,7,5.615384615384615,0.38461538461538464
487,1,24,6,4,1,1,1,5,3,2,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,25,26,15,10,9,15,3.923076923076923,7.230769230769231,7.769230769230769,3.923076923076923,5.230769230769231,3.769230769230769,0.07692307692307693
488,1,29,8,4,1,1,3,2,3,7,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,15,20,20,20,5,20,4.857142857142857,6,6.571428571428571,5.857142857142857,6.571428571428571,4.357142857142857,0.2857142857142857
489,1,28,8,2,6,5,3,2,1,7,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,20,10,20,20,20,0,7.538461538461538,7.153846153846154,7,7.153846153846154,6.923076923076923,6.384615384615385,0.6923076923076923
